group1,group2,meandiff,p-adj,lower,upper,reject
6,7,-47471498.1501,0.9,-159410232.1515,64467235.8512,False
6,8,64785352.9514,0.5767,-23829854.9795,153400560.8823,False
6,9,-11342304.9387,0.9,-178561256.2142,155876646.3369,False
6,10,-11942934.0967,0.9,-115374722.9468,91488854.7535,False
6,11,5659186.6589,0.9,-83603620.4963,94921993.8141,False
6,12,-4399252.0667,0.9,-107159683.1401,98361179.0067,False
6,13,83537041.6645,0.399,-21318897.5148,188392980.8439,False
6,14,73296810.2943,0.212,-10890630.4715,157484251.0601,False
6,15,-97286860.5555,0.0628,-196323398.4363,1749677.3252,False
6,16,-67187902.0908,0.5577,-158158401.7805,23782597.5989,False
6,17,11621571.3239,0.9,-113200519.5992,136443662.2469,False
6,18,-64075740.2232,0.9,-170476230.4536,42324750.0072,False
6,19,45614082.7161,0.9,-73791659.9517,165019825.3839,False
6,20,20773112.1521,0.9,-81553758.4976,123099982.8017,False
6,21,28739844.2658,0.9,-85821409.8192,143301098.3509,False
6,22,185092151.1638,0.001,43729820.006,326454482.3215,True
6,23,7047734.7266,0.9,-105976891.7928,120072361.2459,False
6,24,-19721256.3727,0.9,-141693717.9977,102251205.2524,False
6,25,-67270962.2678,0.9,-179209696.2691,44667771.7336,False
6,26,17397263.3382,0.9,-103517098.3854,138311625.0619,False
6,27,9940072.325,0.9,-95672128.3318,115552272.9818,False
6,28,-21759739.7936,0.9,-114612869.4643,71093389.877,False
6,29,20888538.2663,0.9,-81225594.3764,123002670.909,False
7,8,112256851.1015,0.026,5274362.4056,219239339.7975,True
7,9,36129193.2115,0.9,-141507445.6799,213765832.1028,False
7,10,35528564.0535,0.9,-84015288.8026,155072416.9095,False
7,11,53130684.8091,0.9,-54388832.2665,160650201.8846,False
7,12,43072246.0834,0.9,-75891210.5128,162035702.6797,False
7,13,131008539.8147,0.0158,10230372.1182,251786707.5111,True
7,14,120768308.4444,0.0043,17423627.9155,224112988.9733,True
7,15,-49815362.4054,0.9,-165577332.1811,65946607.3703,False
7,16,-19716403.9406,0.9,-128657808.4879,89225000.6066,False
7,17,59093069.474,0.9,-79374082.5633,197560221.5114,False
7,18,-16604242.073,0.9,-138725747.682,105517263.5359,False
7,19,93085580.8662,0.664,-40519543.2607,226690704.9932,False
7,20,68244610.3022,0.9,-50344538.7287,186833759.3331,False
7,21,76211342.416,0.9,-53082426.7628,205505111.5948,False
7,22,232563649.3139,0.001,79019172.1052,386108126.5226,True
7,23,54519232.8767,0.9,-73414984.6367,182453450.3901,False
7,24,27750241.7775,0.9,-108153691.9618,163654175.5167,False
7,25,-19799464.1176,0.9,-146775359.3921,107176431.1568,False
7,26,64868761.4884,0.9,-70086344.6839,199823867.6606,False
7,27,57411570.4751,0.9,-64023740.4459,178846881.3962,False
7,28,25711758.3565,0.9,-84806572.7048,136230089.4178,False
7,29,68360036.4165,0.9,-50045596.4576,186765669.2905,False
8,9,-76127657.8901,0.9,-240070179.4744,87814863.6943,False
8,10,-76728287.0481,0.4414,-174774743.7025,21318169.6063,False
8,11,-59126166.2925,0.6234,-142088937.8167,23836605.2317,False
8,12,-69184605.0181,0.6283,-166522567.3563,28153357.3201,False
8,13,18751688.7131,0.9,-80795991.817,118299369.2432,False
8,14,8511457.3429,0.9,-68964331.7815,85987246.4672,False
8,15,-162072213.5069,0.001,-255470332.0809,-68674094.933,True
8,16,-131973255.0422,0.001,-216770687.3827,-47175822.7017,True
8,17,-53163781.6275,0.9,-173561153.2772,67233590.0221,False
8,18,-128861093.1746,0.001,-230034395.1817,-27687791.1675,True
8,19,-19171270.2353,0.9,-133943671.5337,95601131.0631,False
8,20,-44012240.7993,0.9,-140892378.9841,52867897.3854,False
8,21,-36045508.6856,0.9,-145769041.5091,73678024.138,False
8,22,120306798.2124,0.2029,-17164221.9632,257777818.3879,False
8,23,-57737618.2248,0.9,-165855789.3044,50380552.8547,False
8,24,-84506609.3241,0.6059,-201947037.2551,32933818.6069,False
8,25,-132056315.2192,0.0014,-239038803.9151,-25073826.5233,True
8,26,-47388089.6132,0.9,-163729206.9741,68953027.7477,False
8,27,-54845280.6264,0.9,-155189237.3219,45498676.0691,False
8,28,-86545092.745,0.0521,-173359126.2154,268940.7253,False
8,29,-43896814.6851,0.9,-140552227.3795,52758598.0093,False
9,10,-600629.158,0.9,-173003153.0709,171801894.7549,False
9,11,17001491.5976,0.9,-147291977.6823,181294960.8775,False
9,12,6943052.872,0.9,-165057532.8863,178943638.6302,False
9,13,94879346.6032,0.9,-78381333.5524,268140026.7588,False
9,14,84639115.2329,0.9,-76953027.1796,246231257.6455,False
9,15,-85944555.6169,0.9,-255746590.7702,83857479.5364,False
9,16,-55845597.1521,0.9,-221073098.2546,109381903.9504,False
9,17,22963876.2625,0.9,-163060449.2683,208988201.7934,False
9,18,-52733435.2845,0.9,-226933204.5957,121466334.0266,False
9,19,56956387.6548,0.9,-125477783.1818,239390558.4914,False
9,20,32115417.0907,0.9,-139626493.2391,203857327.4206,False
9,21,40082149.2045,0.9,-139218649.0211,219382947.4301,False
9,22,196434456.1024,0.0537,-1069477.9778,393938390.1826,False
9,23,18390039.6652,0.9,-159932873.9119,196712953.2423,False
9,24,-8378951.434,0.9,-192503302.6254,175745399.7574,False
9,25,-55928657.3291,0.9,-233565296.2205,121707981.5622,False
9,26,28739568.2769,0.9,-154685561.3478,212164697.9016,False
9,27,21282377.2636,0.9,-152437029.3505,195001783.8778,False
9,28,-10417434.855,0.9,-176688896.6169,155854026.9069,False
9,29,32230843.205,0.9,-139384399.1023,203846085.5122,False
10,11,17602120.7556,0.9,-81030030.8334,116234272.3446,False
10,12,7543682.03,0.9,-103452528.6272,118539892.6871,False
10,13,95479975.7612,0.2668,-17459036.8386,208418988.361,False
10,14,85239744.3909,0.1486,-8823945.5672,179303434.3491,False
10,15,-85343926.4589,0.4088,-192901764.022,22213911.1042,False
10,16,-55244967.9941,0.9,-155425227.5248,44935291.5366,False
10,17,23564505.4206,0.9,-108120751.7962,155249762.6373,False
10,18,-52132806.1265,0.9,-166507265.282,62241653.029,False
10,19,57557016.8128,0.9,-69005947.6274,184119981.253,False
10,20,32716046.2487,0.9,-77878895.0587,143310987.5562,False
10,21,40682778.3625,0.9,-81320227.8438,162685784.5688,False
10,22,197035085.2604,0.001,49577426.0623,344492744.4586,True
10,23,18990668.8232,0.9,-101570596.8705,139551934.517,False
10,24,-7778322.276,0.9,-136765662.6653,121209018.1133,False
10,25,-55328028.1711,0.9,-174871881.0272,64215824.6849,False
10,26,29340197.4349,0.9,-98647049.8082,157327444.678,False
10,27,21883006.4217,0.9,-91758489.1396,135524501.983,False
10,28,-9816805.697,0.9,-111709672.3535,92076060.9596,False
10,29,32831472.363,0.9,-77566664.7192,143229609.4452,False
11,12,-10058438.7256,0.9,-107986333.5091,87869456.0579,False
11,13,77877855.0056,0.4552,-22246739.1934,178002449.2046,False
11,14,67637623.6354,0.2241,-10578049.7621,145853297.0329,False
11,15,-102946047.2145,0.0135,-196958824.1001,-8933270.3288,True
11,16,-72847088.7497,0.2508,-158321050.8441,12626873.3448,False
11,17,5962384.665,0.9,-114912429.7702,126837199.1001,False
11,18,-69734926.8821,0.6927,-171475925.0274,32006071.2632,False
11,19,39954896.0572,0.9,-75318248.1022,155228040.2165,False
11,20,15113925.4932,0.9,-82358916.0541,112586767.0404,False
11,21,23080657.6069,0.9,-87166552.4252,133327867.6391,False
11,22,179432964.5049,0.001,41543606.4938,317322322.5159,True
11,23,1388548.0677,0.9,-107261038.1357,110038134.2711,False
11,24,-25380443.0316,0.9,-143310285.6381,92549399.575,False
11,25,-72930148.9267,0.7108,-180449666.0022,34589368.1488,False
11,26,11738076.6793,0.9,-105097060.3873,128573213.7459,False
11,27,4280885.6661,0.9,-96635432.6868,105197204.0189,False
11,28,-27418926.4525,0.9,-114893894.7119,60056041.8068,False
11,29,15229351.6074,0.9,-82020134.0864,112478837.3012,False
12,13,87936293.7312,0.4405,-24388199.6649,200260787.1273,False
12,14,77696062.361,0.2982,-15628902.2423,171021026.9642,False
12,15,-92887608.4888,0.2157,-199800000.9928,14024784.0151,False
12,16,-62788650.0241,0.8306,-162275612.2317,36698312.1835,False
12,17,16020823.3906,0.9,-115137776.0907,147179422.8719,False
12,18,-59676488.1565,0.9,-173444181.9749,54091205.662,False
12,19,50013334.7828,0.9,-76001565.9931,176028235.5587,False
12,20,25172364.2188,0.9,-84794959.53,135139687.9675,False
12,21,33139096.3326,0.9,-88295267.7208,154573460.3859,False
12,22,189491403.2305,0.001,42503878.2297,336478928.2313,True
12,23,11446986.7933,0.9,-108538804.1794,131432777.7659,False
12,24,-15322004.306,0.9,-143771625.677,113127617.0651,False
12,25,-62871710.2011,0.9,-181835166.7973,56091746.3952,False
12,26,21796515.4049,0.9,-105648793.2829,149241824.0928,False
12,27,14339324.3917,0.9,-98691471.2486,127370120.0319,False
12,28,-17360487.7269,0.9,-118571789.0976,83850813.6437,False
12,29,25287790.333,0.9,-84481603.9483,135057184.6143,False
13,14,-10240231.3702,0.9,-105867689.796,85387227.0556,False
13,15,-180823902.2201,0.001,-289751958.5586,-71895845.8815,True
13,16,-150724943.7553,0.001,-252374918.8467,-49074968.6639,True
13,17,-71915470.3406,0.9,-204722247.2938,60891306.6125,False
13,18,-147612781.8877,0.001,-263276734.5417,-31948829.2337,True
13,19,-37922958.9484,0.9,-165652426.9827,89806509.0859,False
13,20,-62763929.5125,0.9,-174691915.643,49164056.6181,False
13,21,-54797197.3987,0.9,-178009885.7056,68415490.9083,False
13,22,101555109.4993,0.6961,-46904966.9275,250015185.926,False
13,23,-76489306.938,0.8383,-198274576.2529,45295962.377,False
13,24,-103258298.0372,0.4087,-233390411.7415,26873815.6672,False
13,25,-150808003.9323,0.0011,-271586171.6288,-30029836.2359,True
13,26,-66139778.3263,0.9,-195280664.5449,63001107.8923,False
13,27,-73596969.3395,0.8072,-188536181.7514,41342243.0723,False
13,28,-105296781.4582,0.0393,-208635009.1957,-1958553.7207,True
13,29,-62648503.3982,0.9,-174382033.315,49085026.5186,False
14,15,-170583670.8498,0.001,-259791734.7186,-81375606.9811,True
14,16,-140484712.3851,0.001,-220643770.7477,-60325654.0224,True
14,17,-61675238.9704,0.9,-178852016.5596,55501538.6188,False
14,18,-137372550.5175,0.001,-234691136.3326,-40053964.7023,True
14,19,-27682727.5782,0.9,-139072018.8312,83706563.6748,False
14,20,-52523698.1422,0.9,-145371052.8743,40323656.5899,False
14,21,-44556966.0284,0.9,-150736642.8095,61622710.7526,False
14,22,111795340.8695,0.3039,-22864049.7951,246454731.5341,False
14,23,-66249075.5677,0.8237,-170768973.308,38270822.1725,False
14,24,-93018066.6669,0.3442,-207154494.7636,21118361.4297,False
14,25,-140567772.5621,0.001,-243912453.091,-37223092.0332,True
14,26,-55899546.956,0.9,-168904527.7968,57105433.8848,False
14,27,-63356737.9693,0.7653,-159812840.6863,33099364.7478,False
14,28,-95056550.0879,0.0054,-177345957.1428,-12767143.0331,True
14,29,-52408272.028,0.9,-145021116.2191,40204572.1632,False
15,16,30098958.4648,0.9,-65536731.9981,125734648.9276,False
15,17,108908431.8794,0.2581,-19353440.3154,237170304.0742,False
15,18,33211120.3324,0.9,-77204538.8731,143626779.5379,False
15,19,142900943.2716,0.0048,19903850.385,265898036.1583,True
15,20,118059972.7076,0.011,11564236.0161,224555709.3991,True
15,21,126026704.8214,0.0208,7726939.758,244326469.8848,True
15,22,282379011.7193,0.001,137970348.0357,426787675.4029,True
15,23,104334595.2821,0.1705,-12477731.4491,221146922.0133,False
15,24,77565604.1829,0.8637,-47924773.4219,203055981.7877,False
15,25,30015898.2878,0.9,-85746071.4879,145777868.0634,False
15,26,114684123.8938,0.1255,-9778064.5313,239146312.3188,False
15,27,107226932.8805,0.0665,-2429304.5348,216883170.2958,False
15,28,75527120.7619,0.4626,-21901094.6901,172955336.2139,False
15,29,118175398.8219,0.0105,11884055.9858,224466741.6579,True
16,17,78809473.4147,0.7947,-43331853.8964,200950800.7257,False
16,18,3112161.8676,0.9,-100130337.9867,106354661.7219,False
16,19,112801984.8069,0.0756,-3798533.3607,229402502.9744,False
16,20,87961014.2428,0.1783,-11078058.4096,187000086.8953,False
16,21,95927746.3566,0.2356,-15706613.9113,207562106.6246,False
16,22,252280053.2545,0.001,113279124.7495,391280981.7596,True
16,23,74235636.8173,0.7204,-35821237.8191,184292511.4537,False
16,24,47466645.7181,0.9,-71760997.2585,166694288.6948,False
16,25,-83060.177,0.9,-109024464.7242,108858344.3702,False
16,26,84585165.429,0.6152,-33559797.7558,202730128.6138,False
16,27,77127974.4158,0.5211,-25301935.193,179557884.0245,False
16,28,45428162.2971,0.9,-43788725.9278,134645050.5221,False
16,29,88076440.3571,0.1738,-10742816.5733,186895697.2875,False
17,18,-75697311.5471,0.9,-209726921.5024,58332298.4082,False
17,19,33992511.3922,0.9,-110577898.4625,178562921.2469,False
17,20,9151540.8282,0.9,-121667649.2032,139970730.8595,False
17,21,17118272.942,0.9,-123477434.5353,157713980.4193,False
17,22,173470579.8399,0.0215,10295273.2097,336645886.4701,True
17,23,-4573836.5973,0.9,-143920304.8817,134772631.6871,False
17,24,-31342827.6965,0.9,-178040317.1719,115354661.7788,False
17,25,-78892533.5917,0.9,-217359685.629,59574618.4456,False
17,26,5775692.0143,0.9,-140043219.2919,151594603.3206,False
17,27,-1681498.9989,0.9,-135086180.1427,131723182.1449,False
17,28,-33381311.1175,0.9,-156931202.7126,90168580.4775,False
17,29,9266966.9424,0.9,-121385886.4856,139919820.3704,False
18,19,109689822.9393,0.2553,-19310616.3794,238690262.258,False
18,20,84848852.3752,0.5328,-28527381.5511,198225086.3016,False
18,21,92815584.489,0.5405,-31714182.6348,217345351.6128,False
18,22,249167891.3869,0.001,99612916.1012,398722866.6727,True
18,23,71123474.9497,0.9,-51994144.2695,194241094.169,False
18,24,44354483.8505,0.9,-87025359.9507,175734327.6518,False
18,25,-3195222.0446,0.9,-125316727.6536,118926283.5643,False
18,26,81473003.5614,0.8466,-48925097.7798,211871104.9027,False
18,27,74015812.5482,0.8178,-42334171.938,190365797.0344,False
18,28,42316000.4295,0.9,-62589126.4805,147221127.3396,False
18,29,84964278.4895,0.527,-28219987.4124,198148544.3914,False
19,20,-24840970.564,0.9,-150502569.6312,100820628.5031,False
19,21,-16874238.4503,0.9,-152684142.2154,118935665.3149,False
19,22,139478068.4477,0.1996,-19592223.2272,298548360.1225,False
19,23,-38566347.9895,0.9,-173082574.6055,95949878.6264,False
19,24,-65335339.0888,0.9,-207452651.2573,76781973.0798,False
19,25,-112885044.9839,0.268,-246490169.1108,20720079.1431,False
19,26,-28216819.3779,0.9,-169427059.4251,112993420.6693,False
19,27,-35674010.3911,0.9,-164025036.6851,92677015.9029,False
19,28,-67373822.5097,0.9,-185449021.9074,50701376.8879,False
19,29,-24725544.4498,0.9,-150213970.6433,100762881.7437,False
20,21,7966732.1138,0.9,-113100963.9723,129034428.1999,False
20,22,164319039.0117,0.0093,17634292.8094,311003785.214,True
20,23,-13725377.4255,0.9,-133340060.0439,105889305.1929,False
20,24,-40494368.5247,0.9,-168597403.1997,87608666.1502,False
20,25,-88044074.4199,0.5479,-206633223.4508,30545074.6111,False
20,26,-3375848.8138,0.9,-130471832.1063,123720134.4787,False
20,27,-10833039.8271,0.9,-123469814.575,101803734.9209,False
20,28,-42532851.9457,0.9,-143303928.0921,58238224.2007,False
20,29,115426.1142,0.9,-109248197.5613,109479049.7898,False
21,22,156352306.8979,0.0466,885566.889,311819046.9068,True
21,23,-21692109.5393,0.9,-151927146.2171,108542927.1385,False
21,24,-48461100.6385,0.9,-186533110.7402,89610909.4631,False
21,25,-96010806.5336,0.5475,-225304575.7125,33282962.6452,False
21,26,-11342580.9276,0.9,-148480764.7047,125795602.8495,False
21,27,-18799771.9409,0.9,-142656687.3966,105057143.5149,False
21,28,-50499584.0595,0.9,-163673354.2904,62674186.1714,False
21,29,-7851305.9995,0.9,-128739248.5911,113036636.592,False
22,23,-178044416.4372,0.0055,-332382333.0724,-23706499.802,True
22,24,-204813407.5364,0.001,-365819331.9813,-43807483.0916,True
22,25,-252363113.4316,0.001,-405907590.6403,-98818636.2229,True
22,26,-167694887.8255,0.0269,-327900721.6222,-7489054.0288,True
22,27,-175152078.8388,0.0039,-324147257.4152,-26156900.2623,True
22,28,-206851890.9574,0.001,-347092149.09,-66611632.8248,True
22,29,-164203612.8975,0.0092,-310740032.933,-17667192.8619,True
23,24,-26768991.0992,0.9,-163568717.838,110030735.6396,False
23,25,-74318696.9944,0.9,-202252914.5078,53615520.519,False
23,26,10349528.6117,0.9,-125507626.9304,146206684.1537,False
23,27,2892337.5984,0.9,-119544669.7503,125329344.9471,False
23,28,-28807474.5202,0.9,-140425517.5535,82810568.5131,False
23,29,13840803.5397,0.9,-105591938.731,133273545.8105,False
24,25,-47549705.8951,0.9,-183453639.6344,88354227.8441,False
24,26,37118519.7109,0.9,-106268655.1236,180505694.5454,False
24,27,29661328.6976,0.9,-101080921.4113,160403578.8066,False
24,28,-2038483.421,0.9,-122708706.4489,118631739.607,False
24,29,40609794.639,0.9,-87323371.9808,168542961.2587,False
25,26,84668225.606,0.8401,-50286880.5662,219623331.7783,False
25,27,77211034.5928,0.8187,-44224276.3283,198646345.5138,False
25,28,45511222.4742,0.9,-65007108.5871,156029553.5354,False
