30353872,30319964,31123710,25119250,17967189,21346585,33657866,32191140,32930491,27535653,23043119
29025685,30034060,31105339,24032632,17518064,21720365,31994697,32813736,31494539,26778281,22336945
29674582,29361190,31041658,24240737,17481458,21647208,33011213,31894524,31962345,26031901,21636311
31372595,30128766,31753198,24512965,18693896,22135667,33625069,33253488,32081220,28002957,22611297
30026936,28247157,31266879,25490737,17647283,21536520,33720699,32913073,32624717,27175226,21752141
29498576,30279697,31865910,25443240,17941982,20590543,32651235,31884333,32587895,27833175,21984587
29962049,29606560,31019997,25225455,17447839,22282721,33881061,33334576,33228851,27591053,22773540
30418495,29713460,30943960,24923415,17637842,21071725,34045472,32913072,33019301,26584061,22369182
29777049,29408702,31326680,25240253,17921032,22953031,33368851,32511398,32348832,27085783,21884803
30224746,30003238,30035835,24398054,17506886,21732911,33526779,33018274,32321967,27454811,21391275
31745399,29764998,32154064,25418167,17255736,20590543,33430823,32320020,30062919,27336296,22460799
29218904,30047750,31306056,25954402,18072505,22034118,33026219,32926648,32913073,26933820,22200937
28339906,29374340,30635399,23811760,17604446,21036813,33915125,32700317,32743572,26827652,22525176
30287485,30467559,31204814,25503713,17687041,22255080,32741139,31833021,33176359,27225428,22632669
29673883,29980821,30657305,25482825,17895998,21980463,34087768,32109439,32998684,26541373,22821457
30815059,30104761,32704503,24259520,18217836,21382560,32950447,33244314,32844197,26595535,22766722
29369757,29667336,30570528,25011954,18694088,21694707,34219990,31982171,33374305,27926936,22306800
29358654,30057031,30304705,24043593,17699855,21163814,32925200,31537431,32846117,27698188,23154503
30440979,29588278,31014259,25342871,18693809,21116847,33038537,32624719,32334018,26683042,22549985
28815771,30052813,31553733,23863881,17427744,21443691,32920988,32843557,33023898,27528538,22098266
30545855,29126928,30445171,25717397,17594171,21929336,33735218,31701542,32817165,27238019,22433493
29626082,28700096,31726030,23802921,17954351,21559118,33903204,32100616,32043803,26676859,22291097
30322909,30189000,31417957,25004371,17178364,22562785,33514365,33371009,33046802,27132595,22706849
29480158,29562312,30718386,25197007,17178752,21520173,33103280,33328352,33019365,27042293,23045636
29370075,29028907,30877090,24430730,17516571,22373325,34001853,32101277,32852184,27088965,24236411
30356152,29386387,30834999,24440673,17351367,21605665,33839190,32008158,32152485,27282867,22546214
29753137,30186152,30599102,24728998,22550646,21551026,33270255,33936421,32635869,27587334,23139906
28229308,30571417,29982621,25717394,17088374,22254993,33874940,32675542,32057795,26864054,22056461
30060930,29508417,31072758,25028457,17660211,21801750,33476238,32314228,32335224,26446143,22714433
29485903,30005018,30337151,24991037,18693802,22256188,33739635,33232241,32476702,27054409,22090665
28461117,29311006,30933692,25348064,17885349,21448939,33692606,32276065,31770064,27566308,22230153
30093145,29621615,30943960,25135776,17526529,22303368,33769540,31574165,32393622,27559122,22470541
29105517,30566529,30191514,24450584,18693807,21764801,33589615,33936407,32306535,27222794,22955981
30149217,29460349,31331663,25285209,28794786,21619932,33140432,33291547,33748325,27851944,22692256
29887765,29500182,30773988,25954398,17644360,24363962,33641239,31981779,32127585,26519399,21901424
29436395,30428930,31371391,24183716,17678369,21118766,33532985,32173118,32800088,26946191,22467912
29787309,29579687,30875582,28345076,16822494,21193566,33333105,33344744,32722082,26547877,23184972
30349148,29532030,30864308,25374354,17286275,23411468,34087161,33305262,33213513,27232696,22809310
29644114,30429368,31934686,24941081,17460139,22135461,33246552,32467593,32728248,27585988,22805060
29038599,30444807,31340147,24399609,20224762,22099457,33471494,32620889,32957853,27239792,23304331
30034061,30325352,30699004,25149405,17907868,22172720,33766775,32094419,31936662,26968183,22234498
28913931,29779728,31425522,24480537,17197247,21454882,33408093,32372009,33151940,27833825,24009401
29941148,30195054,30869596,24882217,17968116,22088035,33547645,32324139,32785687,26386315,22621237
30498828,29926477,31250125,25138334,16958153,21547736,33033965,32086524,32651447,26619756,23284279
30440810,30139560,31072393,24569533,17264540,21795386,33579835,32667823,33409436,27549355,22818855
29319601,29704868,31664148,25531011,17395049,21523734,33431994,33126877,31980746,27581568,22666142
30333095,30359185,30905591,24651522,18166073,21684124,33717202,32597941,33204814,26574120,22368276
29284740,28453613,31158887,24588274,17845810,21228154,33954293,32526386,32548288,27322419,22081220
30828476,30245706,30084741,24480310,17185192,21981779,33351780,31896669,32453635,27268422,22157770
28762605,28447280,31668410,25009825,17893237,22085597,33564777,33195111,31996763,27391757,22705717
30266942,30983686,31946052,24556292,17173048,21974500,33479511,32504647,32388622,27132595,22414634
29984137,29801949,31481695,23820765,17855478,21252076,32948418,32944604,32150842,27279488,23090441
29593630,28394163,30879638,24680983,17409078,21483607,33856745,33248521,31972536,26912863,22298527
30214399,29389228,31675087,25033474,17559307,22567263,33709067,32780005,32837415,27371769,22745589
28351162,29374390,30099098,25217195,16755528,21127809,33865500,33657557,32952444,27630559,22592353
29523407,30334074,31903407,25050428,18026091,21921092,34124370,30850945,32693816,26771888,24755709
30096557,29960671,30327232,24817877,17260405,21632754,33945506,33104702,32801143,26799497,22784452
30364123,28972431,31129303,24627276,19461943,21310179,33589781,32969948,32732435,26519441,21862447
29143253,29115689,31318090,25217195,22984690,21465593,33046162,32798678,33207244,27371769,22308073
29884620,29724625,31555729,25085836,18045902,21315678,33227551,31782557,32507460,29097827,21901759
30066648,28885999,31802569,24507166,17923632,21519847,33462781,32134687,33121238,27604489,22997285
29459978,30214418,30298433,24502686,18546508,22016797,32720235,32402244,32348372,28480116,22361033
29366598,28537039,30375083,25076985,17896836,22255080,33334808,32694207,33164933,27601645,22810696
29998338,30581169,31238109,24943138,17633726,21335309,32753086,32978293,31843590,27818193,24199061
30063500,30562364,30990042,24687467,17208266,21851062,33655241,33077796,32306515,27594725,22529350
29716275,30255347,30445049,24587040,17663597,22153403,33145782,32084251,32553272,27274072,22435461
28926118,29730485,31005411,24740601,18694175,21690360,33905912,31816592,32558666,26824656,21764490
28880185,29803870,29948906,24456393,17763497,21473782,33586187,33144516,32277816,26876501,20570758
29420693,30545964,30611893,24145650,17623344,21511042,33753781,32743020,31978042,27185836,22618352
30415949,29409522,31415971,25006905,26082678,20577113,33528251,31863595,32758445,27040699,22884292
30131701,28982791,30962613,25038555,17641759,21322125,33171546,32289667,32128451,27358438,22455916
30013178,30271285,30735256,24771560,17185042,21097890,33272687,32381040,31913157,26779844,23185140
30662085,29617669,31920509,25199842,17367776,22900138,33567284,32171239,32371303,27526324,21872362
29359519,29232157,31900328,24710571,17958149,21935441,33618016,32477647,30846008,26872036,22749132
30377224,30054501,31784286,24916006,17302655,21519831,33689691,31718449,31764956,27454168,22359610
30473073,29496680,31254082,25126093,17701890,22195139,33059776,33048131,33598664,26903617,22711970
29959421,30217792,30296563,24469258,17548751,20820072,33398087,31583758,32511386,26894326,23645939
30092452,29752911,31237915,23274117,17679338,21335092,33197281,32676602,33173930,27216261,23179062
29784544,29887381,30681109,24338729,17413847,21602792,33714784,32336400,32944952,27277343,22443353
29606394,29674309,31442790,24613418,17766268,21912525,33401123,32153310,32699374,26804342,22361898
31057947,29266269,30684521,24603501,17576276,21078303,32912663,31665484,32259016,27092292,22424883
29743009,28641474,31259038,24489942,17351106,21426914,30361487,32771860,32917137,26722641,22579283
29531354,29526695,30103650,25224366,17099225,21949368,33444363,32056219,32421619,26505296,22840920
29128105,28960462,31583938,24806886,17210181,21486752,33821209,32238493,33030866,26407716,23074333
30194411,30029830,31083687,25519349,17896593,21572535,33879764,32078973,32707182,26405055,22150314
29350575,30567579,31438117,24786325,17452370,21555461,33722993,32007361,32423756,26334176,21807102
29686781,29140951,31600444,25357048,18693945,21364021,32956048,32947199,32624719,26927187,22609453
30384326,30333138,31779674,25376901,18418467,22036639,33574563,32639562,32928766,26634628,22637471
28576630,30417001,30551012,25011715,17720923,21372226,34050150,32730116,32661177,27243761,22365058
29526436,29734484,31332268,25401793,18000897,21620748,32924332,33328161,32063246,28255221,23083875
30124903,30092043,30291340,24682323,17583754,21071540,33761321,33292397,32251444,23267103,22548898
30853848,29453023,30510237,24378418,17216353,21298078,33709453,30876964,32824289,24081489,22715984
29475824,29456124,31843053,25541568,18047706,22905077,33791751,32958507,32905218,23154096,22442041
30304022,30201808,29940262,25265142,24392193,21329911,33822777,33778088,33057329,24179834,22822392
29740183,29967038,32477439,25559614,17503514,21525134,32929263,32015439,33193047,23986566,22389676
31598610,29860405,30652130,25282614,18694149,22254582,33409819,32585410,32961343,23671412,22472800
30417316,28809677,30923381,25347468,17570144,22255629,33558698,33215166,32932244,22891033,22298195
30132755,30201458,30590190,25060372,17550415,21343557,33258202,33790703,33310194,24587693,22453573
29657964,29777642,31341088,25018701,16860440,22195194,33513392,33197149,31961323,23402960,22234187
29495899,28780401,31118078,25363760,17499832,21572415,33367843,32869628,32683454,24505805,24236411
30131493,29360608,31176325,24210474,18084619,21146689,33029931,31605409,33115867,23717210,23102701
29874583,30533276,31405983,24803679,17088043,22151901,33602715,32865122,32287126,25284821,22622264
29464530,29739392,31313441,24037725,17046125,21471395,32603416,32804414,32105478,23633021,22956903
29345365,29925602,31042464,24253303,17275609,21159533,32801014,32394283,32614505,24144505,23050053
30840742,29860481,30830827,25156159,17698703,20204448,33475971,32258941,32152622,23962986,22941190
29206322,29311134,31171839,24883261,18044579,21074558,34208097,33173751,31900465,22212731,22972195
29462669,29193816,31670070,25160912,17850644,21554962,33992746,33183338,32358220,23348318,22777818
30545857,29467825,31085366,25306441,17513379,21084522,34112877,31917304,32042858,23263486,22113879
29618526,30213803,30932467,25470325,17303792,22035796,33118140,32827728,31863595,23454194,23304329
29628784,30209245,30467074,25199842,17728428,21743467,33840558,32674058,33234171,23536060,23304359
30252875,29491377,31044392,24550430,18047732,21482928,33729042,32692844,32313696,23386401,22398986
29784877,30538183,31355875,24898257,17700915,21751286,34127981,31843710,33317519,23503680,25309968
30217220,29110491,31622472,25620861,17097149,21804549,33635847,31898862,32444886,25107615,22779041
30193138,29803146,33012942,25224496,17971238,21910885,32897581,32199607,32614373,23761620,22019377
29401433,29233554,30711642,24979804,17536077,20724095,33791734,32733030,32244979,23907286,22403240
29847655,29043570,30699873,24815857,18004834,21474823,33064823,31708275,32025007,23576721,21689727
29136190,30349148,30629092,24621682,17652734,21789032,33634602,32761902,32944938,23369953,22859863
29951189,29510735,31497858,24718671,17434530,21377843,33297844,33176144,32715432,23650638,22192168
29398067,30713593,30944914,24038749,17586824,21802357,31955594,33001718,31980117,22799585,23130821
29622869,30409057,30993495,25228379,17536046,22373393,33880656,32255472,32706444,23849284,22041458
29899519,30167992,31259199,25485375,19547057,21394778,33641216,33288872,32960917,23881818,21984068
29112599,30109821,30877090,24499321,17292835,21549962,33632704,32209023,31902676,24349080,25938136
28847281,30231369,30858600,24851900,18031707,21333490,33166379,33283855,31353411,23830895,22573796
29218897,29860083,30602777,25431674,18092599,21087999,32916057,31517641,33564753,23650134,22543379
28845538,29662212,31244000,24825347,17192275,21541763,34127981,32015694,32867497,23605044,22796990
29315319,29912837,31231720,23751841,17698748,22208195,34172783,32740003,31302679,22669172,22230945
30429317,29592876,31630642,24285848,17205293,22254678,31809667,32881682,32109446,23065689,20471718
31304303,29889930,30326008,24496794,17686989,21524759,32964493,31253876,33748692,23221638,22988085
30002509,29777740,29574781,24916511,17213842,21804549,33188132,31287558,33748693,23637705,23177625
31723938,30213852,32123462,24213143,17942466,21900068,33706345,31420498,32156789,23238682,22673324
29430509,29688554,30420212,24703171,17214493,21987485,33716715,31719058,32595960,23645840,23012585
29414437,29735477,30744875,24772102,17980031,22255589,33107799,32084251,32203233,24113065,22815711
31179436,29553370,32076659,24633613,17098937,21862141,32385834,33372655,33140969,23452686,22855812
29653917,29754826,31261651,24862079,17369081,21432725,33186575,32244253,32768446,23193163,22170455
30288463,29627333,31476152,25394904,17427745,21995022,33878020,32299836,32088392,29082384,22725693
30636966,29592895,31725657,25531467,17991991,21195016,33449093,33473243,31680289,23332364,22554704
29716957,29211851,32154035,25598748,17368212,28626838,32700554,33138841,33633431,23412091,21097375
30417106,30906933,30528639,25307561,17056732,21211784,33348273,33085874,33070162,23822732,22621734
30815186,29272333,30925491,25745517,17951837,21182263,33444572,32144985,32757494,23715290,22611297
29809154,31666911,30527950,25349485,17575320,21832017,33052463,31986878,33016833,22733975,22424000
29881462,30441248,31929720,24634402,17646294,20978908,33659229,32478845,31786013,23554291,22961053
29653029,30354326,30856272,23868178,17896593,21558409,33212293,32147139,32521220,23490543,23286109
29968601,29377723,31548281,25471966,17986908,21344428,34039578,32243657,33328161,24551349,22445347
29220533,30210356,31739789,23672944,17460139,22195187,33959052,32145661,32894247,23576672,22491866
30556042,29570999,31498148,24943692,17513131,21280676,33653885,32603739,32389219,23571587,23049929
30828467,29872218,31080979,25217484,17486540,22211175,33737297,33121486,33082340,23832798,23270466
