group1,group2,meandiff,p-adj,lower,upper,reject
10,12,-55591961.5972,0.7871,-141354789.3787,30170866.1843,False
10,13,-100134352.5892,0.3307,-222295343.2137,22026638.0354,False
10,14,-140879099.8387,0.001,-236006928.9425,-45751270.7348,True
10,15,-82277104.0652,0.2736,-179929885.4904,15375677.36,False
10,16,8846554.8501,0.9,-107182698.6752,124875808.3755,False
10,17,-61143791.2384,0.9,-180760137.4707,58472554.9939,False
10,18,-48009579.3627,0.9,-155835754.606,59816595.8805,False
10,19,-152180941.4942,0.001,-251801233.7049,-52560649.2835,True
10,20,-79443660.2819,0.9,-215189865.2676,56302544.7037,False
10,21,-19168602.3632,0.9,-124129512.7671,85792308.0407,False
10,22,-23607300.9913,0.9,-170572034.2343,123357432.2516,False
10,23,-106203698.454,0.5259,-247603104.4231,35195707.5151,False
10,24,-119166857.0186,0.539,-278930183.0167,40596468.9795,False
10,25,-78986920.6293,0.4965,-182556903.3621,24583062.1034,False
10,26,-69603691.0041,0.258,-151574943.9586,12367561.9503,False
10,27,-36771110.8691,0.9,-178170516.8382,104628295.1,False
10,28,-67732689.4064,0.6015,-161637497.6357,26172118.8229,False
10,29,-181490742.7637,0.001,-272870123.5244,-90111362.003,True
11,12,58114126.6572,0.9,-43862269.6708,160090522.9852,False
11,13,13571735.6652,0.9,-120470162.2971,147613633.6275,False
11,14,-27173011.5843,0.9,-137142219.3153,82796196.1467,False
11,15,31428984.1892,0.9,-80731563.6833,143589532.0616,False
11,16,122552643.1045,0.0875,-5925800.4283,251031086.6373,False
11,17,52562297.016,0.9,-79164667.0609,184289261.093,False
11,18,65696508.8916,0.9,-55424946.0474,186817963.8307,False
11,19,-38474853.2398,0.9,-152352530.5919,75402824.1123,False
11,20,34262427.9724,0.9,-112267278.7323,180792134.6771,False
11,21,94537485.8912,0.3972,-24040401.9792,213115373.7615,False
11,22,90098787.263,0.9,-66880687.8161,247078262.3422,False
11,23,7502389.8004,0.9,-144279410.121,159284189.7218,False
11,24,-5460768.7642,0.9,-174482196.734,163560659.2056,False
11,25,34719167.625,0.9,-82629305.3187,152067640.5688,False
11,26,44102397.2503,0.9,-54706555.2282,142911349.7287,False
11,27,76934977.3853,0.9,-74846822.5361,228716777.3067,False
11,28,45973398.848,0.9,-62939574.6104,154886372.3064,False
11,29,-67784654.5093,0.8206,-174527869.784,38958560.7653,False
12,13,-44542390.992,0.9,-159014788.4105,69930006.4265,False
12,14,-85287138.2415,0.0482,-170316109.8358,-258166.6472,True
12,15,-26685142.468,0.9,-114529822.7876,61159537.8516,False
12,16,64438516.4473,0.9,-43466116.5117,172343149.4064,False
12,17,-5551829.6412,0.9,-117304648.068,106200988.7857,False
12,18,7582382.2345,0.9,-91448452.3978,106613216.8667,False
12,19,-96588979.897,0.0187,-186615780.1318,-6562179.6622,True
12,20,-23851698.6847,0.9,-152722387.0059,105018989.6364,False
12,21,36423359.234,0.9,-59479794.2762,132326512.7441,False
12,22,31984660.6059,0.9,-108654078.572,172623399.7837,False
12,23,-50611736.8568,0.9,-185424251.6645,84200777.951,False
12,24,-63574895.4214,0.9,-217538990.1784,90389199.3356,False
12,25,-23394959.0321,0.9,-117773788.5631,70983870.4989,False
12,26,-14011729.4069,0.9,-84011075.4846,55987616.6707,False
12,27,18820850.7281,0.9,-115991664.0796,153633365.5359,False
12,28,-12140727.8092,0.9,-95799171.1903,71517715.5719,False
12,29,-125898781.1665,0.001,-206712229.1104,-45085333.2226,True
13,14,-40744747.2495,0.9,-162391658.479,80902163.98,False
13,15,17857248.524,0.9,-105774191.0929,141488688.1409,False
13,16,108980907.4393,0.4304,-29624485.0074,247586299.886,False
13,17,38990561.3508,0.9,-102631249.92,180612372.6216,False
13,18,52124773.2264,0.9,-79690063.6063,183939610.0592,False
13,19,-52046588.905,0.9,-177237921.5195,73144743.7095,False
13,20,20690692.3072,0.9,-134794674.5594,176176059.1739,False
13,21,80965750.226,0.8453,-48515753.6828,210447254.1347,False
13,22,76527051.5978,0.9,-88843139.0619,241897242.2576,False
13,23,-6069345.8648,0.9,-166513913.0838,154375221.3541,False
13,24,-19032504.4294,0.9,-195874206.1732,157809197.3144,False
13,25,21147431.9598,0.9,-107209135.7137,149503999.6334,False
13,26,30530661.5851,0.9,-81129328.7991,142190651.9692,False
13,27,63363241.7201,0.9,-97081325.4989,223807808.939,False
13,28,32401663.1828,0.9,-88291253.5532,153094579.9188,False
13,29,-81356390.1745,0.6933,-200095003.8175,37382223.4685,False
14,15,58601995.7735,0.8992,-38406916.7108,155610908.2578,False
14,16,149725654.6888,0.001,34237771.9697,265213537.408,True
14,17,79735308.6003,0.733,-39355974.3186,198826591.5192,False
14,18,92869520.4759,0.2216,-14373882.3463,200112923.2982,False
14,19,-11301841.6555,0.9,-110291063.2983,87687379.9872,False
14,20,61435439.5567,0.9,-73848319.8134,196719198.9268,False
14,21,121710497.4755,0.0045,17348358.2959,226072636.655,True
14,22,117271798.8473,0.388,-29265896.6391,263809494.3338,False
14,23,34675401.3847,0.9,-106280107.1622,175630909.9316,False
14,24,21712242.8201,0.9,-137658343.2844,181082828.9245,False
14,25,61892179.2093,0.9,-41070943.823,164855302.2417,False
14,26,71275408.8346,0.1978,-9927729.6037,152478547.2728,False
14,27,104107988.9696,0.5576,-36847519.5773,245063497.5165,False
14,28,73146410.4323,0.4356,-20088649.4426,166381470.3072,False
14,29,-40611642.925,0.9,-131302627.0938,50079341.2438,False
15,16,91123658.9153,0.4631,-26452754.1318,208700071.9625,False
15,17,21133312.8268,0.9,-99984380.0068,142251005.6605,False
15,18,34267524.7025,0.9,-75221786.6433,143756836.0482,False
15,19,-69903837.429,0.6829,-171321921.8692,31514247.0112,False
15,20,2833443.7833,0.9,-134237550.2285,139904437.795,False
15,21,63108501.702,0.9,-43560228.2248,169777231.6288,False
15,22,58669803.0739,0.9,-89519461.2085,206859067.3562,False
15,23,-23926594.3888,0.9,-166598305.8098,118745117.0322,False
15,24,-36889752.9534,0.9,-197780229.879,124000723.9722,False
15,25,3290183.4359,0.9,-102010180.0708,108590546.9425,False
15,26,12673413.0611,0.9,-71473550.8907,96820377.0128,False
15,27,45505993.1961,0.9,-97165718.2249,188177704.6171,False
15,28,14544414.6588,0.9,-81265492.1356,110354321.4532,False
15,29,-99213638.6985,0.0215,-192549679.2165,-5877598.1805,True
16,17,-69990346.0885,0.9,-206358294.9288,66377602.7518,False
16,18,-56856134.2129,0.9,-183009339.6915,69297071.2657,False
16,19,-161027496.3443,0.001,-280243056.5917,-41811936.097,True
16,20,-88290215.1321,0.9,-239005772.8988,62425342.6347,False
16,21,-28015157.2134,0.9,-151728292.7236,95697978.2968,False
16,22,-32453855.8415,0.9,-193347547.4584,128439835.7754,False
16,23,-115050253.3041,0.5583,-270876885.153,40776378.5447,False
16,24,-128013411.8687,0.5504,-300676284.3078,44649460.5704,False
16,25,-87833475.4795,0.6129,-210368729.6238,34701778.6648,False
16,26,-78450245.8543,0.5344,-183366562.4874,26466070.7789,False
16,27,-45617665.7192,0.9,-201444297.5681,110208966.1296,False
16,28,-76579244.2565,0.7346,-191061820.1951,37903331.682,False
16,29,-190337297.6139,0.001,-302757662.3755,-77916932.8522,True
17,18,13134211.8756,0.9,-116325874.1156,142594297.8668,False
17,19,-91037150.2558,0.5492,-213746695.1877,31672394.6761,False
17,20,-18299869.0436,0.9,-171794044.7157,135194306.6285,False
17,21,41975188.8751,0.9,-85108336.8474,169058714.5977,False
17,22,37536490.247,0.9,-125962936.7074,201035917.2014,False
17,23,-45059907.2156,0.9,-203575590.3693,113455775.938,False
17,24,-58023065.7802,0.9,-233116612.5809,117070481.0204,False
17,25,-17843129.391,0.9,-143780300.7127,108094041.9308,False
17,26,-8459899.7658,0.9,-117330079.8344,100410280.3029,False
17,27,24372680.3693,0.9,-134143002.7844,182888363.5229,False
17,28,-6588898.168,0.9,-124705547.3155,111527750.9795,False
17,29,-120346951.5253,0.0311,-236465946.6358,-4227956.4149,True
18,19,-104171362.1315,0.1076,-215419041.6534,7076317.3905,False
18,20,-31434080.9192,0.9,-175929325.6399,113061163.8015,False
18,21,28840976.9995,0.9,-87213476.9938,144895430.9929,False
18,22,24402278.3714,0.9,-130679881.7762,179484438.519,False
18,23,-58194119.0912,0.9,-208012794.7872,91624556.6047,False
18,24,-71157277.6558,0.9,-238418043.8649,96103488.5533,False
18,25,-30977341.2666,0.9,-145775359.116,83820676.5828,False
18,26,-21594111.6414,0.9,-117360128.0031,74171904.7204,False
18,27,11238468.4937,0.9,-138580207.2023,161057144.1896,False
18,28,-19723110.0436,0.9,-125883161.7931,86436941.7059,False
18,29,-133481163.401,0.001,-237414001.3642,-29548325.4378,True
19,20,72737281.2123,0.9,-65742299.591,211216862.0155,False
19,21,133012339.131,0.0017,24539509.1492,241485169.1127,True
19,22,128573640.5029,0.234,-20919486.2575,278066767.2633,False
19,23,45977243.0402,0.9,-98048289.9039,190002775.9843,False
19,24,33014084.4756,0.9,-129078119.1167,195106288.0679,False
19,25,73194020.8649,0.6982,-33933489.396,180321531.1257,False
19,26,82577250.4901,0.0869,-3845249.1402,168999750.1204,False
19,27,115409830.6251,0.3849,-28615702.319,259435363.5693,False
19,28,84448252.0878,0.2271,-13366241.4191,182262745.5947,False
19,29,-29309801.2695,0.9,-124702428.6557,66082826.1166,False
20,21,60275057.9187,0.9,-82094827.9143,202644943.7518,False
20,22,55836359.2906,0.9,-119808237.8266,231480956.4078,False
20,23,-26760038.172,0.9,-197775194.482,144255118.1379,False
20,24,-39723196.7366,0.9,-226208348.9962,146761955.5229,False
20,25,456739.6526,0.9,-140890821.3541,141804300.6594,False
20,26,9839969.2778,0.9,-116539134.9689,136219073.5246,False
20,27,42672549.4129,0.9,-128342606.8971,213687705.7228,False
20,28,11710970.8756,0.9,-122715606.4366,146137548.1878,False
20,29,-102047082.4818,0.4793,-234721808.4377,30627643.4742,False
21,22,-4438698.6281,0.9,-157542536.076,148665138.8198,False
21,23,-87035096.0908,0.9,-234804999.0904,60734806.9089,False
21,24,-99998254.6554,0.8982,-265426403.8866,65429894.5759,False
21,25,-59818318.2661,0.9,-171929395.0934,52292758.5612,False
21,26,-50435088.6409,0.9,-142963130.5257,42092953.2439,False
21,27,-17602508.5059,0.9,-165372411.5055,130167394.4938,False
21,28,-48564087.0432,0.9,-151812647.482,54684473.3957,False
21,29,-162322140.4005,0.001,-263279277.1087,-61365003.6923,True
22,23,-82596397.4627,0.9,-262645791.6212,97452996.6959,False
22,24,-95559556.0272,0.9,-290362822.5872,99243710.5327,False
22,25,-55379619.638,0.9,-207533271.0951,96774031.8191,False
22,26,-45996390.0128,0.9,-184355627.6494,92362847.6238,False
22,27,-13163809.8778,0.9,-193213204.0363,166885584.2808,False
22,28,-44125388.415,0.9,-189872104.8002,101621327.9701,False
22,29,-157883441.7724,0.0135,-302015962.588,-13750920.9568,True
23,24,-12963158.5646,0.9,-203602797.2908,177676480.1617,False
23,25,27216777.8247,0.9,-119568415.0354,174001970.6847,False
23,26,36600007.4499,0.9,-95832759.7591,169032774.6589,False
23,27,69432587.5849,0.9,-106103572.5876,244968747.7574,False
23,28,38471009.0476,0.9,-101662015.3552,178604033.4504,False
23,29,-75287044.3097,0.9,-213740439.8907,63166351.2713,False
24,25,40179936.3892,0.9,-124369208.7575,204729081.536,False
24,26,49563166.0145,0.9,-102321547.3578,201447879.3868,False
24,27,82395746.1495,0.9,-108243892.5768,273035384.8758,False
24,28,51434167.6122,0.9,-107209435.6432,210077770.8676,False
24,29,-62323885.7451,0.9,-219485812.0297,94838040.5394,False
25,26,9383229.6252,0.9,-81563937.1557,100330396.4061,False
25,27,42215809.7602,0.9,-104569383.0998,189001002.6203,False
